sorting;case_id;activity;resource;TimeStart;TimeEnd;Cost
275;17;S1: Second Roll Call;Prefect;22/02/1956 19:50;22/02/1956 20:20;10,00 €
276;17;S5: Stop Traffic;DDT 41;22/02/1956 20:50;23/02/1956 02:50;6 000,00 €
277;17;S6: Detour setting;DDT 41;23/02/1956 03:20;23/02/1956 06:20;4 000,00 €
278;17;S7: Put population in a safe place;SDIS 41;23/02/1956 06:50;24/02/1956 06:50;10 000,00 €
279;17;S9: Ad-Hoc Accomodation;Mayor;24/02/1956 07:20;24/02/1956 11:20;3 000,00 €
280;17;S10: ad-Hoc taking care;ONG;24/02/1956 11:50;29/02/1956 11:50;2 500,00 €
281;17;S12: Food Resupplying;Mayor;29/02/1956 12:20;03/03/1956 12:20;5 000,00 €
282;17;S13: Psychological care;CUMP Blois;03/03/1956 12:50;07/03/1956 12:50;4 500,00 €
283;17;S15: ManagingPollution;DREAL;07/03/1956 13:20;10/03/1956 13:20;5 000,00 €
284;17;S14: SecureBuilding;Ville Blois;10/03/1956 13:50;11/03/1956 13:50;3 000,00 €
285;17;S16: MonitoringHealth;ARS;11/03/1956 14:20;11/03/1956 22:20;10 000,00 €
286;17;S18: CleaningRepairing;ARS;11/03/1956 22:50;14/03/1956 22:50;3 000,00 €
287;17;S17: RecoveringNetworks;AGGLOPOLYS;14/03/1956 23:20;15/03/1956 05:20;1 000,00 €
288;17;S19 : AdminsitrativeSupport;Mayor;15/03/1956 05:50;18/03/1956 00:30;1 200,00 €
289;18;S2: Notify mayors;Prefect;18/03/1956 01:00;18/03/1956 02:00;10,00 €
290;18;S3: Alert population;Mayor;18/03/1956 02:30;18/03/1956 05:30;50,00 €
291;18;S1: Second Roll Call;Prefect;18/03/1956 06:00;18/03/1956 06:30;10,00 €
292;18;S5: Stop Traffic;DDT 41;18/03/1956 07:00;18/03/1956 13:00;6 000,00 €
293;18;S6: Detour setting;DDT 41;18/03/1956 13:30;18/03/1956 16:30;4 000,00 €
294;18;S7: Put population in a safe place;SDIS 41;18/03/1956 17:00;19/03/1956 17:00;10 000,00 €
295;18;S4: White Plan;Prefect;19/03/1956 17:30;21/03/1956 17:30;2 000,00 €
296;18;S8: Accomadation Plan ;Prefect;21/03/1956 18:00;23/03/1956 20:00;2 500,00 €
297;18;S12: Food Resupplying;Mayor;23/03/1956 20:30;26/03/1956 20:30;5 000,00 €
298;18;S13: Psychological care;CUMP Blois;26/03/1956 21:00;30/03/1956 21:00;4 500,00 €
299;18;S14: SecureBuilding;Ville Blois;30/03/1956 21:30;31/03/1956 21:30;3 000,00 €
300;18;S15: ManagingPollution;DREAL;31/03/1956 22:00;03/04/1956 22:00;5 000,00 €
301;18;S16: MonitoringHealth;ARS;03/04/1956 22:30;04/04/1956 06:30;10 000,00 €
302;18;S18: CleaningRepairing;ARS;04/04/1956 07:00;07/04/1956 07:00;3 000,00 €
303;18;S17: RecoveringNetworks;AGGLOPOLYS;07/04/1956 07:30;07/04/1956 13:30;1 000,00 €
304;18;S19 : AdminsitrativeSupport;Mayor;07/04/1956 14:00;10/04/1956 08:40;1 200,00 €
305;19;S2: Notify mayors;Prefect;10/04/1956 09:10;10/04/1956 10:10;10,00 €
306;19;S3: Alert population;Mayor;10/04/1956 10:40;10/04/1956 13:40;50,00 €
307;19;S1: Second Roll Call;Prefect;10/04/1956 14:10;10/04/1956 14:40;10,00 €
308;19;S5: Stop Traffic;DDT 41;10/04/1956 15:10;10/04/1956 21:10;6 000,00 €
309;19;S6: Detour setting;DDT 41;10/04/1956 21:40;11/04/1956 00:40;4 000,00 €
310;19;S7: Put population in a safe place;SDIS 41;11/04/1956 01:10;12/04/1956 01:10;10 000,00 €
311;19;S10: ad-Hoc taking care;ONG;12/04/1956 01:40;17/04/1956 01:40;2 500,00 €
312;19;S8: Accomadation Plan ;Prefect;17/04/1956 02:10;19/04/1956 04:10;2 500,00 €
313;19;S12: Food Resupplying;Mayor;19/04/1956 04:40;22/04/1956 04:40;5 000,00 €
314;19;S13: Psychological care;CUMP Blois;22/04/1956 05:10;26/04/1956 05:10;4 500,00 €
315;19;S14: SecureBuilding;Ville Blois;26/04/1956 05:40;27/04/1956 05:40;3 000,00 €
316;19;S15: ManagingPollution;DREAL;27/04/1956 06:10;30/04/1956 06:10;5 000,00 €
317;19;S16: MonitoringHealth;ARS;30/04/1956 06:40;30/04/1956 14:40;10 000,00 €
318;19;S18: CleaningRepairing;ARS;30/04/1956 15:10;03/05/1956 15:10;3 000,00 €
319;19;S17: RecoveringNetworks;AGGLOPOLYS;03/05/1956 15:40;03/05/1956 21:40;1 000,00 €
320;19;S19 : AdminsitrativeSupport;Mayor;03/05/1956 22:10;06/05/1956 16:50;1 200,00 €
321;20;S2: Notify mayors;Prefect;06/05/1956 17:20;06/05/1956 18:20;10,00 €
322;20;S3: Alert population;Mayor;06/05/1956 18:50;06/05/1956 21:50;50,00 €
323;20;S1: Second Roll Call;Prefect;06/05/1956 22:20;06/05/1956 22:50;10,00 €
324;20;S5: Stop Traffic;DDT 41;06/05/1956 23:20;07/05/1956 05:20;6 000,00 €
325;20;S6: Detour setting;DDT 41;07/05/1956 05:50;07/05/1956 08:50;4 000,00 €
326;20;S7: Put population in a safe place;SDIS 41;07/05/1956 09:20;08/05/1956 09:20;10 000,00 €
327;20;S8: Accomadation Plan ;Prefect;08/05/1956 09:50;10/05/1956 11:50;2 500,00 €
328;20;S4: White Plan;Prefect;10/05/1956 12:20;12/05/1956 12:20;2 000,00 €
329;20;S12: Food Resupplying;Mayor;12/05/1956 12:50;15/05/1956 12:50;5 000,00 €
330;20;S13: Psychological care;CUMP Blois;15/05/1956 13:20;19/05/1956 13:20;4 500,00 €
331;20;S14: SecureBuilding;Ville Blois;19/05/1956 13:50;20/05/1956 13:50;3 000,00 €
332;20;S15: ManagingPollution;DREAL;20/05/1956 14:20;23/05/1956 14:20;5 000,00 €
333;20;S16: MonitoringHealth;ARS;23/05/1956 14:50;23/05/1956 22:50;10 000,00 €
334;20;S18: CleaningRepairing;ARS;23/05/1956 23:20;26/05/1956 23:20;3 000,00 €
335;20;S17: RecoveringNetworks;AGGLOPOLYS;26/05/1956 23:50;27/05/1956 05:50;1 000,00 €
336;20;S19 : AdminsitrativeSupport;Mayor;27/05/1956 06:20;30/05/1956 01:00;1 200,00 €
337;21;S2: Notify mayors;Prefect;30/05/1956 01:30;30/05/1956 02:30;10,00 €
338;21;S1: Second Roll Call;Prefect;30/05/1956 03:00;30/05/1956 03:30;10,00 €
339;21;S3: Alert population;Mayor;30/05/1956 04:00;30/05/1956 07:00;50,00 €
340;21;S5: Stop Traffic;DDT 41;30/05/1956 07:30;30/05/1956 13:30;6 000,00 €
341;21;S6: Detour setting;DDT 41;30/05/1956 14:00;30/05/1956 17:00;4 000,00 €
342;21;S7: Put population in a safe place;SDIS 41;30/05/1956 17:30;31/05/1956 17:30;10 000,00 €
343;21;S9: Ad-Hoc Accomodation;Mayor;31/05/1956 18:00;31/05/1956 22:00;3 000,00 €
344;21;S4: White Plan;Prefect;31/05/1956 22:30;02/06/1956 22:30;2 000,00 €
345;21;S12: Food Resupplying;Mayor;02/06/1956 23:00;05/06/1956 23:00;5 000,00 €
346;21;S13: Psychological care;CUMP Blois;05/06/1956 23:30;09/06/1956 23:30;4 500,00 €
347;21;S14: SecureBuilding;Ville Blois;10/06/1956 00:00;11/06/1956 00:00;3 000,00 €
348;21;S15: ManagingPollution;DREAL;11/06/1956 00:30;14/06/1956 00:30;5 000,00 €
349;21;S16: MonitoringHealth;ARS;14/06/1956 01:00;14/06/1956 09:00;10 000,00 €
350;21;S17: RecoveringNetworks;AGGLOPOLYS;14/06/1956 09:30;14/06/1956 15:30;1 000,00 €
351;21;S18: CleaningRepairing;ARS;14/06/1956 16:00;17/06/1956 16:00;3 000,00 €
352;21;S19 : AdminsitrativeSupport;Mayor;17/06/1956 16:30;20/06/1956 11:10;1 200,00 €
353;22;S2: Notify mayors;Prefect;20/06/1956 11:40;20/06/1956 12:40;10,00 €
354;22;S1: Second Roll Call;Prefect;20/06/1956 13:10;20/06/1956 13:40;10,00 €
355;22;S3: Alert population;Mayor;20/06/1956 14:10;20/06/1956 17:10;50,00 €
356;22;S5: Stop Traffic;DDT 41;20/06/1956 17:40;20/06/1956 23:40;6 000,00 €
357;22;S6: Detour setting;DDT 41;21/06/1956 00:10;21/06/1956 03:10;4 000,00 €
358;22;S7: Put population in a safe place;SDIS 41;21/06/1956 03:40;22/06/1956 03:40;10 000,00 €
359;22;S9: Ad-Hoc Accomodation;Mayor;22/06/1956 04:10;22/06/1956 08:10;3 000,00 €
360;22;S11: NOVI Plan;Prefect;22/06/1956 08:40;26/06/1956 08:40;3 000,00 €
361;22;S12: Food Resupplying;Mayor;26/06/1956 09:10;29/06/1956 09:10;5 000,00 €
362;22;S13: Psychological care;CUMP Blois;29/06/1956 09:40;03/07/1956 09:40;4 500,00 €
363;22;S14: SecureBuilding;Ville Blois;03/07/1956 10:10;04/07/1956 10:10;3 000,00 €
364;22;S15: ManagingPollution;DREAL;04/07/1956 10:40;07/07/1956 10:40;5 000,00 €
365;22;S16: MonitoringHealth;ARS;07/07/1956 11:10;07/07/1956 19:10;10 000,00 €
366;22;S17: RecoveringNetworks;AGGLOPOLYS;07/07/1956 19:40;08/07/1956 01:40;1 000,00 €
367;22;S18: CleaningRepairing;ARS;08/07/1956 02:10;11/07/1956 02:10;3 000,00 €
368;22;S19 : AdminsitrativeSupport;Mayor;11/07/1956 02:40;13/07/1956 21:20;1 200,00 €
369;23;S2: Notify mayors;Prefect;13/07/1956 21:50;13/07/1956 22:50;10,00 €
370;23;S1: Second Roll Call;Prefect;13/07/1956 23:20;13/07/1956 23:50;10,00 €
371;23;S3: Alert population;Mayor;14/07/1956 00:20;14/07/1956 03:20;50,00 €
372;23;S5: Stop Traffic;DDT 41;14/07/1956 03:50;14/07/1956 09:50;6 000,00 €
373;23;S6: Detour setting;DDT 41;14/07/1956 10:20;14/07/1956 13:20;4 000,00 €
374;23;S7: Put population in a safe place;SDIS 41;14/07/1956 13:50;15/07/1956 13:50;10 000,00 €
375;23;S9: Ad-Hoc Accomodation;Mayor;15/07/1956 14:20;15/07/1956 18:20;3 000,00 €
376;23;S4: White Plan;Prefect;15/07/1956 18:50;17/07/1956 18:50;2 000,00 €
377;23;S12: Food Resupplying;Mayor;17/07/1956 19:20;20/07/1956 19:20;5 000,00 €
378;23;S13: Psychological care;CUMP Blois;20/07/1956 19:50;24/07/1956 19:50;4 500,00 €
379;23;S15: ManagingPollution;DREAL;24/07/1956 20:20;27/07/1956 20:20;5 000,00 €
380;23;S14: SecureBuilding;Ville Blois;27/07/1956 20:50;28/07/1956 20:50;3 000,00 €
381;23;S16: MonitoringHealth;ARS;28/07/1956 21:20;29/07/1956 05:20;10 000,00 €
382;23;S17: RecoveringNetworks;AGGLOPOLYS;29/07/1956 05:50;29/07/1956 11:50;1 000,00 €
383;23;S18: CleaningRepairing;ARS;29/07/1956 12:20;01/08/1956 12:20;3 000,00 €
384;23;S19 : AdminsitrativeSupport;Mayor;01/08/1956 12:50;04/08/1956 07:30;1 200,00 €
385;24;S2: Notify mayors;Prefect;04/08/1956 08:00;04/08/1956 09:00;10,00 €
386;24;S3: Alert population;Mayor;04/08/1956 09:30;04/08/1956 12:30;50,00 €
387;24;S1: Second Roll Call;Prefect;04/08/1956 13:00;04/08/1956 13:30;10,00 €
388;24;S5: Stop Traffic;DDT 41;04/08/1956 14:00;04/08/1956 20:00;6 000,00 €
389;24;S6: Detour setting;DDT 41;04/08/1956 20:30;04/08/1956 23:30;4 000,00 €
390;24;S7: Put population in a safe place;SDIS 41;05/08/1956 00:00;06/08/1956 00:00;10 000,00 €
391;24;S4: White Plan;Prefect;06/08/1956 00:30;08/08/1956 00:30;2 000,00 €
392;24;S9: Ad-Hoc Accomodation;Mayor;08/08/1956 01:00;08/08/1956 05:00;3 000,00 €
393;24;S12: Food Resupplying;Mayor;08/08/1956 05:30;11/08/1956 05:30;5 000,00 €
394;24;S13: Psychological care;CUMP Blois;11/08/1956 06:00;15/08/1956 06:00;4 500,00 €
395;24;S15: ManagingPollution;DREAL;15/08/1956 06:30;18/08/1956 06:30;5 000,00 €
396;24;S14: SecureBuilding;Ville Blois;18/08/1956 07:00;19/08/1956 07:00;3 000,00 €
397;24;S16: MonitoringHealth;ARS;19/08/1956 07:30;19/08/1956 15:30;10 000,00 €
398;24;S18: CleaningRepairing;ARS;19/08/1956 16:00;22/08/1956 16:00;3 000,00 €
399;24;S17: RecoveringNetworks;AGGLOPOLYS;22/08/1956 16:30;22/08/1956 22:30;1 000,00 €
400;24;S19 : AdminsitrativeSupport;Mayor;22/08/1956 23:00;25/08/1956 17:40;1 200,00 €
401;25;S2: Notify mayors;Prefect;25/08/1956 18:10;25/08/1956 19:10;10,00 €
402;25;S3: Alert population;Mayor;25/08/1956 19:40;25/08/1956 22:40;50,00 €
403;25;S1: Second Roll Call;Prefect;25/08/1956 23:10;25/08/1956 23:40;10,00 €
404;25;S5: Stop Traffic;DDT 41;26/08/1956 00:10;26/08/1956 06:10;6 000,00 €
405;25;S6: Detour setting;DDT 41;26/08/1956 06:40;26/08/1956 09:40;4 000,00 €
406;25;S7: Put population in a safe place;SDIS 41;26/08/1956 10:10;27/08/1956 10:10;10 000,00 €
407;25;S11: NOVI Plan;Prefect;27/08/1956 10:40;31/08/1956 10:40;3 000,00 €
408;25;S9: Ad-Hoc Accomodation;Mayor;31/08/1956 11:10;31/08/1956 15:10;3 000,00 €
409;25;S12: Food Resupplying;Mayor;31/08/1956 15:40;03/09/1956 15:40;5 000,00 €
410;25;S13: Psychological care;CUMP Blois;03/09/1956 16:10;07/09/1956 16:10;4 500,00 €
411;25;S14: SecureBuilding;Ville Blois;07/09/1956 16:40;08/09/1956 16:40;3 000,00 €
412;25;S15: ManagingPollution;DREAL;08/09/1956 17:10;11/09/1956 17:10;5 000,00 €
413;25;S16: MonitoringHealth;ARS;11/09/1956 17:40;12/09/1956 01:40;10 000,00 €
414;25;S18: CleaningRepairing;ARS;12/09/1956 02:10;15/09/1956 02:10;3 000,00 €
415;25;S17: RecoveringNetworks;AGGLOPOLYS;15/09/1956 02:40;15/09/1956 08:40;1 000,00 €
416;25;S19 : AdminsitrativeSupport;Mayor;15/09/1956 09:10;18/09/1956 03:50;1 200,00 €
417;26;S2: Notify mayors;Prefect;18/09/1956 04:20;18/09/1956 05:20;10,00 €
418;26;S1: Second Roll Call;Prefect;18/09/1956 05:50;18/09/1956 06:20;10,00 €
419;26;S3: Alert population;Mayor;18/09/1956 06:50;18/09/1956 09:50;50,00 €
420;26;S5: Stop Traffic;DDT 41;18/09/1956 10:20;18/09/1956 16:20;6 000,00 €
421;26;S6: Detour setting;DDT 41;18/09/1956 16:50;18/09/1956 19:50;4 000,00 €
422;26;S7: Put population in a safe place;SDIS 41;18/09/1956 20:20;19/09/1956 20:20;10 000,00 €
423;26;S8: Accomadation Plan ;Prefect;19/09/1956 20:50;21/09/1956 22:50;2 500,00 €
424;26;S4: White Plan;Prefect;21/09/1956 23:20;23/09/1956 23:20;2 000,00 €
425;26;S12: Food Resupplying;Mayor;23/09/1956 23:50;26/09/1956 23:50;5 000,00 €
426;26;S13: Psychological care;CUMP Blois;27/09/1956 00:20;01/10/1956 00:20;4 500,00 €
427;26;S15: ManagingPollution;DREAL;01/10/1956 00:50;04/10/1956 00:50;5 000,00 €
428;26;S14: SecureBuilding;Ville Blois;04/10/1956 01:20;05/10/1956 01:20;3 000,00 €
429;26;S16: MonitoringHealth;ARS;05/10/1956 01:50;05/10/1956 09:50;10 000,00 €
430;26;S18: CleaningRepairing;ARS;05/10/1956 10:20;08/10/1956 10:20;3 000,00 €
431;26;S17: RecoveringNetworks;AGGLOPOLYS;08/10/1956 10:50;08/10/1956 16:50;1 000,00 €
432;26;S19 : AdminsitrativeSupport;Mayor;08/10/1956 17:20;11/10/1956 12:00;1 200,00 €
433;27;S2: Notify mayors;Prefect;11/10/1956 12:30;11/10/1956 13:30;10,00 €
434;27;S3: Alert population;Mayor;11/10/1956 14:00;11/10/1956 17:00;50,00 €
435;27;S1: Second Roll Call;Prefect;11/10/1956 17:30;11/10/1956 18:00;10,00 €
436;27;S5: Stop Traffic;DDT 41;11/10/1956 18:30;12/10/1956 00:30;6 000,00 €
437;27;S6: Detour setting;DDT 41;12/10/1956 01:00;12/10/1956 04:00;4 000,00 €
438;27;S7: Put population in a safe place;SDIS 41;12/10/1956 04:30;13/10/1956 04:30;10 000,00 €
439;27;S9: Ad-Hoc Accomodation;Mayor;13/10/1956 05:00;13/10/1956 09:00;3 000,00 €
440;27;S11: NOVI Plan;Prefect;13/10/1956 09:30;17/10/1956 09:30;3 000,00 €
441;27;S12: Food Resupplying;Mayor;17/10/1956 10:00;20/10/1956 10:00;5 000,00 €
442;27;S13: Psychological care;CUMP Blois;20/10/1956 10:30;24/10/1956 10:30;4 500,00 €
443;27;S14: SecureBuilding;Ville Blois;24/10/1956 11:00;25/10/1956 11:00;3 000,00 €
444;27;S15: ManagingPollution;DREAL;25/10/1956 11:30;28/10/1956 11:30;5 000,00 €
445;27;S16: MonitoringHealth;ARS;28/10/1956 12:00;28/10/1956 20:00;10 000,00 €
446;27;S18: CleaningRepairing;ARS;28/10/1956 20:30;31/10/1956 20:30;3 000,00 €
447;27;S17: RecoveringNetworks;AGGLOPOLYS;31/10/1956 21:00;01/11/1956 03:00;1 000,00 €
448;27;S19 : AdminsitrativeSupport;Mayor;01/11/1956 03:30;03/11/1956 22:10;1 200,00 €
449;28;S2: Notify mayors;Prefect;03/11/1956 22:40;03/11/1956 23:40;10,00 €
450;28;S1: Second Roll Call;Prefect;04/11/1956 00:10;04/11/1956 00:40;10,00 €
451;28;S3: Alert population;Mayor;04/11/1956 01:10;04/11/1956 04:10;50,00 €
452;28;S5: Stop Traffic;DDT 41;04/11/1956 04:40;04/11/1956 10:40;6 000,00 €
453;28;S6: Detour setting;DDT 41;04/11/1956 11:10;04/11/1956 14:10;4 000,00 €
454;28;S7: Put population in a safe place;SDIS 41;04/11/1956 14:40;05/11/1956 14:40;10 000,00 €
455;28;S8: Accomadation Plan ;Prefect;05/11/1956 15:10;07/11/1956 17:10;2 500,00 €
456;28;S4: White Plan;Prefect;07/11/1956 17:40;09/11/1956 17:40;2 000,00 €
457;28;S12: Food Resupplying;Mayor;09/11/1956 18:10;12/11/1956 18:10;5 000,00 €
458;28;S13: Psychological care;CUMP Blois;12/11/1956 18:40;16/11/1956 18:40;4 500,00 €
459;28;S14: SecureBuilding;Ville Blois;16/11/1956 19:10;17/11/1956 19:10;3 000,00 €
460;28;S15: ManagingPollution;DREAL;17/11/1956 19:40;20/11/1956 19:40;5 000,00 €
461;28;S16: MonitoringHealth;ARS;20/11/1956 20:10;21/11/1956 04:10;10 000,00 €
462;28;S17: RecoveringNetworks;AGGLOPOLYS;21/11/1956 04:40;21/11/1956 10:40;1 000,00 €
463;28;S18: CleaningRepairing;ARS;21/11/1956 11:10;24/11/1956 11:10;3 000,00 €
464;28;S19 : AdminsitrativeSupport;Mayor;24/11/1956 11:40;27/11/1956 06:20;1 200,00 €
465;29;S2: Notify mayors;Prefect;27/11/1956 06:50;27/11/1956 07:50;10,00 €
466;29;S3: Alert population;Mayor;27/11/1956 08:20;27/11/1956 11:20;50,00 €
467;29;S1: Second Roll Call;Prefect;27/11/1956 11:50;27/11/1956 12:20;10,00 €
468;29;S5: Stop Traffic;DDT 41;27/11/1956 12:50;27/11/1956 18:50;6 000,00 €
469;29;S6: Detour setting;DDT 41;27/11/1956 19:20;27/11/1956 22:20;4 000,00 €
470;29;S7: Put population in a safe place;SDIS 41;27/11/1956 22:50;28/11/1956 22:50;10 000,00 €
471;29;S4: White Plan;Prefect;28/11/1956 23:20;30/11/1956 23:20;2 000,00 €
472;29;S8: Accomadation Plan ;Prefect;30/11/1956 23:50;03/12/1956 01:50;2 500,00 €
473;29;S12: Food Resupplying;Mayor;03/12/1956 02:20;06/12/1956 02:20;5 000,00 €
474;29;S13: Psychological care;CUMP Blois;06/12/1956 02:50;10/12/1956 02:50;4 500,00 €
475;29;S15: ManagingPollution;DREAL;10/12/1956 03:20;13/12/1956 03:20;5 000,00 €
476;29;S14: SecureBuilding;Ville Blois;13/12/1956 03:50;14/12/1956 03:50;3 000,00 €
477;29;S16: MonitoringHealth;ARS;14/12/1956 04:20;14/12/1956 12:20;10 000,00 €
478;29;S18: CleaningRepairing;ARS;14/12/1956 12:50;17/12/1956 12:50;3 000,00 €
479;29;S17: RecoveringNetworks;AGGLOPOLYS;17/12/1956 13:20;17/12/1956 19:20;1 000,00 €
480;29;S19 : AdminsitrativeSupport;Mayor;17/12/1956 19:50;20/12/1956 14:30;1 200,00 €
481;30;S2: Notify mayors;Prefect;20/12/1956 15:00;20/12/1956 16:00;10,00 €
482;30;S3: Alert population;Mayor;20/12/1956 16:30;20/12/1956 19:30;50,00 €
483;30;S1: Second Roll Call;Prefect;20/12/1956 20:00;20/12/1956 20:30;10,00 €
484;30;S5: Stop Traffic;DDT 41;20/12/1956 21:00;21/12/1956 03:00;6 000,00 €
485;30;S6: Detour setting;DDT 41;21/12/1956 03:30;21/12/1956 06:30;4 000,00 €
486;30;S7: Put population in a safe place;SDIS 41;21/12/1956 07:00;22/12/1956 07:00;10 000,00 €
487;30;S8: Accomadation Plan ;Prefect;22/12/1956 07:30;24/12/1956 09:30;2 500,00 €
488;30;S4: White Plan;Prefect;24/12/1956 10:00;26/12/1956 10:00;2 000,00 €
489;30;S12: Food Resupplying;Mayor;26/12/1956 10:30;29/12/1956 10:30;5 000,00 €
490;30;S13: Psychological care;CUMP Blois;29/12/1956 11:00;02/01/1957 11:00;4 500,00 €
491;30;S14: SecureBuilding;Ville Blois;02/01/1957 11:30;03/01/1957 11:30;3 000,00 €
492;30;S15: ManagingPollution;DREAL;03/01/1957 12:00;06/01/1957 12:00;5 000,00 €
493;30;S16: MonitoringHealth;ARS;06/01/1957 12:30;06/01/1957 20:30;10 000,00 €
494;30;S18: CleaningRepairing;ARS;06/01/1957 21:00;09/01/1957 21:00;3 000,00 €
495;30;S17: RecoveringNetworks;AGGLOPOLYS;09/01/1957 21:30;10/01/1957 03:30;1 000,00 €
496;30;S19 : AdminsitrativeSupport;Mayor;10/01/1957 04:00;12/01/1957 22:40;1 200,00 €
497;31;S2: Notify mayors;Prefect;12/01/1957 23:10;13/01/1957 00:10;10,00 €
498;31;S3: Alert population;Mayor;13/01/1957 00:40;13/01/1957 03:40;50,00 €
499;31;S1: Second Roll Call;Prefect;13/01/1957 04:10;13/01/1957 04:40;10,00 €
500;31;S5: Stop Traffic;DDT 41;13/01/1957 05:10;13/01/1957 11:10;6 000,00 €
501;31;S6: Detour setting;DDT 41;13/01/1957 11:40;13/01/1957 14:40;4 000,00 €
502;31;S7: Put population in a safe place;SDIS 41;13/01/1957 15:10;14/01/1957 15:10;10 000,00 €
503;31;S9: Ad-Hoc Accomodation;Mayor;14/01/1957 15:40;14/01/1957 19:40;3 000,00 €
504;31;S4: White Plan;Prefect;14/01/1957 20:10;16/01/1957 20:10;2 000,00 €
505;31;S12: Food Resupplying;Mayor;16/01/1957 20:40;19/01/1957 20:40;5 000,00 €
506;31;S13: Psychological care;CUMP Blois;19/01/1957 21:10;23/01/1957 21:10;4 500,00 €
507;31;S14: SecureBuilding;Ville Blois;23/01/1957 21:40;24/01/1957 21:40;3 000,00 €
508;31;S15: ManagingPollution;DREAL;24/01/1957 22:10;27/01/1957 22:10;5 000,00 €
509;31;S16: MonitoringHealth;ARS;27/01/1957 22:40;28/01/1957 06:40;10 000,00 €
510;31;S18: CleaningRepairing;ARS;28/01/1957 07:10;31/01/1957 07:10;3 000,00 €
511;31;S17: RecoveringNetworks;AGGLOPOLYS;31/01/1957 07:40;31/01/1957 13:40;1 000,00 €
512;31;S19 : AdminsitrativeSupport;Mayor;31/01/1957 14:10;03/02/1957 08:50;1 200,00 €
513;32;S2: Notify mayors;Prefect;03/02/1957 09:20;03/02/1957 10:20;10,00 €
514;32;S1: Second Roll Call;Prefect;03/02/1957 10:50;03/02/1957 11:20;10,00 €
515;32;S3: Alert population;Mayor;03/02/1957 11:50;03/02/1957 14:50;50,00 €
516;32;S5: Stop Traffic;DDT 41;03/02/1957 15:20;03/02/1957 21:20;6 000,00 €
517;32;S6: Detour setting;DDT 41;03/02/1957 21:50;04/02/1957 00:50;4 000,00 €
518;32;S7: Put population in a safe place;SDIS 41;04/02/1957 01:20;05/02/1957 01:20;10 000,00 €
519;32;S11: NOVI Plan;Prefect;05/02/1957 01:50;09/02/1957 01:50;3 000,00 €
520;32;S9: Ad-Hoc Accomodation;Mayor;09/02/1957 02:20;09/02/1957 06:20;3 000,00 €
521;32;S12: Food Resupplying;Mayor;09/02/1957 06:50;12/02/1957 06:50;5 000,00 €
522;32;S13: Psychological care;CUMP Blois;12/02/1957 07:20;16/02/1957 07:20;4 500,00 €
523;32;S14: SecureBuilding;Ville Blois;16/02/1957 07:50;17/02/1957 07:50;3 000,00 €
524;32;S15: ManagingPollution;DREAL;17/02/1957 08:20;20/02/1957 08:20;5 000,00 €
525;32;S16: MonitoringHealth;ARS;20/02/1957 08:50;20/02/1957 16:50;10 000,00 €
526;32;S18: CleaningRepairing;ARS;20/02/1957 17:20;23/02/1957 17:20;3 000,00 €
527;32;S17: RecoveringNetworks;AGGLOPOLYS;23/02/1957 17:50;23/02/1957 23:50;1 000,00 €
528;32;S19 : AdminsitrativeSupport;Mayor;24/02/1957 00:20;26/02/1957 19:00;1 200,00 €
529;33;S2: Notify mayors;Prefect;26/02/1957 19:30;26/02/1957 20:30;10,00 €
530;33;S1: Second Roll Call;Prefect;26/02/1957 21:00;26/02/1957 21:30;10,00 €
531;33;S3: Alert population;Mayor;26/02/1957 22:00;27/02/1957 01:00;50,00 €
532;33;S5: Stop Traffic;DDT 41;27/02/1957 01:30;27/02/1957 07:30;6 000,00 €
533;33;S6: Detour setting;DDT 41;27/02/1957 08:00;27/02/1957 11:00;4 000,00 €
534;33;S7: Put population in a safe place;SDIS 41;27/02/1957 11:30;28/02/1957 11:30;10 000,00 €
535;33;S11: NOVI Plan;Prefect;28/02/1957 12:00;04/03/1957 12:00;3 000,00 €
536;33;S9: Ad-Hoc Accomodation;Mayor;04/03/1957 12:30;04/03/1957 16:30;3 000,00 €
537;33;S12: Food Resupplying;Mayor;04/03/1957 17:00;07/03/1957 17:00;5 000,00 €
